Report on the BioLiP file

Number of proteins without metal ligands: 24013
Ligand;Size;Num of occurrences
"HAM";24;1
"HAN";4;1
"HAR";13;1
"HAR";14;1
"HAS";2;1
"HAS";3;1
"HAS";5;1
"HAS";7;1
"HAS";25;1
"HAS";27;2
"HAS";28;1
"HAS";29;1
"HAS";30;2
"HAS";33;1
"HAU";10;1
"HB0";12;1
"HB1";14;1
"HBA";2;1
"HBA";3;1
"HBA";4;1
"HBA";7;2
"HBA";9;1
"HBC";4;1
"HBC";9;1
"HBI";10;1
"HBI";15;1
"HBO";6;1
"HBU";12;1
"HBX";2;1
"HBX";6;1
"HBX";8;2
"HBX";9;2
"HC1";8;1
"HC1";12;1
"HC3";3;1
"HC3";14;1
"HC3";16;1
"HC7";12;1
"HC8";8;1
"HC9";13;1
"HCB";25;1
"HCB";29;1
"HCC";2;1
"HCC";6;1
"HCC";10;1
"HCD";14;1
"HCI";3;1
"HCI";7;1
"HCI";9;1
"HCI";10;1
"HCI";13;1
"HCI";15;2
"HCT";10;1
"HCY";7;1
"HCY";10;1
"HCY";12;3
"HD4";7;1
"HD4";9;1
"HDA";10;2
"HDA";11;1
"HDC";24;1
"HDD";2;2
"HDD";3;2
"HDD";16;2
"HDD";17;1
"HDD";18;1
"HDD";19;2
"HDD";22;2
"HDD";23;1
"HDD";24;2
"HDF";12;1
"HDF";18;1
"HDH";12;1
"HDR";9;1
"HDS";14;1
"HDS";17;1
"HDZ";3;1
"HDZ";4;3
"HE2";6;1
"HE2";7;1
"HEA";2;4
"HEA";3;4
"HEA";4;2
"HEA";24;2
"HEA";25;3
"HEA";26;1
"HEA";27;1
"HEA";28;4
"HEA";29;4
"HEA";30;1
"HEA";33;1
"HEA";35;1
"HEB";3;1
"HEB";8;1
"HEB";9;1
"HEB";10;1
"HEB";13;1
"HEB";15;1
"HEB";16;1
"HEB";17;3
"HEB";18;3
"HEB";19;5
"HEB";20;6
"HEB";22;2
"HEB";26;1
"HEC";2;28
"HEC";3;28
"HEC";4;14
"HEC";5;5
"HEC";6;5
"HEC";7;7
"HEC";8;12
"HEC";9;5
"HEC";10;12
"HEC";11;19
"HEC";12;26
"HEC";13;30
"HEC";14;35
"HEC";15;33
"HEC";16;43
"HEC";17;57
"HEC";18;58
"HEC";19;76
"HEC";20;46
"HEC";21;34
"HEC";22;28
"HEC";23;19
"HEC";24;15
"HEC";25;2
"HEC";26;2
"HEC";27;2
"HEE";2;1
"HEE";9;1
"HEM";2;38
"HEM";3;13
"HEM";4;14
"HEM";5;10
"HEM";6;13
"HEM";7;6
"HEM";8;12
"HEM";9;12
"HEM";10;10
"HEM";11;6
"HEM";12;14
"HEM";13;14
"HEM";14;25
"HEM";15;44
"HEM";16;69
"HEM";17;82
"HEM";18;73
"HEM";19;73
"HEM";20;64
"HEM";21;78
"HEM";22;84
"HEM";23;85
"HEM";24;76
"HEM";25;40
"HEM";26;19
"HEM";27;16
"HEM";28;1
"HEM";29;1
"HEO";4;1
"HEO";24;1
"HEP";5;1
"HEP";8;1
"HF2";6;1
"HFG";12;1
"HFG";13;1
"HFG";14;1
"HFG";17;1
"HFJ";15;1
"HFK";14;1
"HFQ";5;1
"HFQ";7;1
"HFQ";9;1
"HG0";9;1
"HG1";3;1
"HG1";6;1
"HG1";8;1
"HGA";7;1
"HGE";9;1
"HGI";2;1
"HGI";4;1
"HGI";5;1
"HGS";7;1
"HGS";18;1
"HH2";17;1
"HH2";18;1
"HHD";2;1
"HHF";12;1
"HHG";11;1
"HHH";9;1
"HHH";12;1
"HHR";10;1
"HHS";12;1
"HIO";4;2
"HIO";5;2
"HIR";21;1
"HIS";2;2
"HIS";3;7
"HIS";4;4
"HIS";5;4
"HIS";6;5
"HIS";7;5
"HIS";8;5
"HIS";9;3
"HIS";10;3
"HIS";11;1
"HIS";12;2
"HIS";13;2
"HIS";14;2
"HIS";17;1
"HIU";11;1
"HJ0";16;1
"HJ7";13;1
"HJA";10;1
"HJB";10;1
"HJF";17;1
"HJX";10;1
"HJX";14;1
"HKP";16;1
"HKY";7;1
"HL4";9;1
"HL6";14;2
"HL9";20;1
"HLA";3;1
"HLC";12;1
"HLG";10;1
"HLT";3;1
"HM6";5;1
"HMB";2;1
"HMC";3;1
"HMC";7;1
"HMG";3;1
"HMG";21;1
"HMG";23;2
"HMG";28;2
"HMH";7;1
"HMH";8;1
"HMH";9;2
"HNK";8;1
"HNL";9;1
"HNQ";10;1
"HNX";19;1
"HO6";10;1
"HOI";17;1
"HOR";11;1
"HOZ";3;1
"HP4";7;1
"HP7";12;2
"HP7";13;1
"HPA";6;1
"HPA";7;2
"HPA";10;6
"HPA";11;1
"HPD";10;1
"HPD";13;1
"HPO";9;1
"HQ8";10;1
"HQG";19;1
"HQH";2;1
"HQO";8;1
"HQZ";9;1
"HR6";8;1
"HR6";18;1
"HR8";13;1
"HRC";9;1
"HRM";9;1
"HRM";12;1
"HSA";10;1
"HSA";11;1
"HSE";2;1
"HSE";8;1
"HSE";9;1
"HSE";11;1
"HSM";4;1
"HSM";7;3
"HSM";8;1
"HSM";9;2
"HSM";10;2
"HSO";10;1
"HSQ";2;1
"HSX";11;2
"HSX";13;2
"HT1";2;2
"HT1";6;1
"HT1";10;1
"HT1";13;1
"HT9";16;1
"HTA";12;1
"HTL";19;1
"HTS";7;1
"HUW";10;1
"HVD";8;1
"HVD";12;1
"HVD";13;1
"HVF";9;1
"HVG";13;1
"HVU";10;1
"HVV";12;1
"HWS";13;1
"HX2";2;1
"HX2";5;1
"HX2";6;1
"HXA";12;1
"HXA";22;1
"HXC";6;1
"HXC";9;1
"HXC";13;1
"HXC";17;1
"HXC";20;1
"HXC";23;1
"HXG";2;1
"HXG";3;1
"HXG";5;1
"HXG";6;2
"HXG";7;2
"HXG";8;2
"HXG";11;1
"HXK";2;1
"HXK";14;1
"HXS";9;1
"HXV";13;1
"HXX";4;1
"HY0";11;1
"HY0";13;1
"HY0";14;1
"HY1";8;1
"HY3";12;1
"HYB";8;1
"HYH";8;1
"HYN";9;1
"HYP";2;1
"HYP";9;1
"HYP";12;2
"HYV";19;1
"HZB";15;1
"HZC";8;1
"HZF";14;1
"HZH";9;1
"HZL";10;1
"HZL";13;1
"HZP";10;1
"I0L";16;1
"I0L";18;1
"I0O";17;1
"I0P";4;1
"I0P";8;1
"I0S";7;2
"I1N";11;1
"I1S";2;1
"I1S";11;1
"I22";5;1
"I22";7;1
"I23";13;1
"I24";14;1
"I2C";22;1
"I2I";2;3
"I2I";3;1
"I2Z";9;1
"I33";6;1
"I33";8;1
"I35";3;1
"I35";8;1
"I3A";2;1
"I3A";8;1
"I3A";11;1
"I3A";12;1
"I3C";2;7
"I3C";3;9
"I3C";4;4
"I3C";5;2
"I3C";6;7
"I3C";7;3
"I3C";8;1
"I3C";9;1
"I3J";9;1
"I3L";9;1
"I3P";3;3
"I3P";5;1
"I3P";6;2
"I3P";7;2
"I3P";8;5
"I3P";9;4
"I3P";10;1
"I3P";11;1
"I3P";12;1
"I40";13;1
"I49";2;1
"I5H";9;1
"I5M";25;1
"I5M";30;1
"I6A";5;1
"I6A";9;1
"I6H";16;1
"I7D";3;1
"I7D";4;1
"I7D";6;1
"I7D";8;1
"I7D";22;1
"I7P";8;1
"I7P";11;1
"I7Y";14;1
"I9G";12;1
"I9X";15;1
"IAC";3;2
"IAC";5;3
"IAC";6;2
"IAC";7;2
"IAC";9;1
"IAC";13;1
"IAR";9;1
"IAS";3;1
"IBD";14;1
"IBI";12;1
"IBM";8;1
"IBP";9;1
"IBS";11;1
"ICA";9;1
"ICB";8;2
"ICO";7;1
"ICP";9;1
"ICS";10;1
"ICS";12;1
"ICS";14;3
"ICX";14;1
"IDH";9;1
"IDS";2;8
"IDS";3;2
"IDS";4;2
"IDS";6;2
"IDU";2;1
"IDY";6;1
"IEP";15;1
"IEP";17;1
"IFL";11;1
"IFM";7;1
"IFM";8;1
"IFM";9;1
"IG7";22;1
"IGP";16;1
"IHP";2;12
"IHP";3;5
"IHP";4;6
"IHP";5;1
"IHP";6;2
"IHP";7;2
"IHP";8;8
"IHP";9;10
"IHP";11;4
"IHP";12;3
"IHP";13;2
"IHP";14;3
"IHP";15;4
"IHP";16;2
"IHR";6;1
"IHR";9;1
"IHS";8;1
"IHS";12;1
"IHS";13;2
"IHS";14;1
"IHT";2;1
"IHT";3;1
"IHT";5;1
"IHT";6;2
"IHT";7;1
"IHT";8;4
"IHT";9;2
"IHT";12;1
"IHZ";18;1
"II0";2;7
"II0";3;5
"II0";4;9
"II0";5;1
"II0";6;4
"II0";7;3
"II0";8;7
"II0";9;8
"II0";10;1
"II0";12;4
"II0";13;7
"II0";14;6
"II0";15;4
"II3";15;2
"II3";16;1
"IJE";15;1
"IKT";15;1
"IKY";13;1
"ILE";3;1
"ILE";5;1
"ILE";6;3
"ILE";9;3
"ILE";11;2
"ILE";12;1
"ILV";14;1
"ILV";16;1
"IM2";6;1
"IM2";9;1
"IM2";11;2
"IM2";13;2
"IMD";2;3
"IMD";3;4
"IMD";4;5
"IMD";5;1
"IMD";6;2
"IMH";2;1
"IMH";12;1
"IMH";15;1
"IMJ";11;2
"IMN";4;2
"IMO";20;1
"IMO";21;1
"IMP";4;1
"IMP";11;3
"IMP";12;3
"IMP";13;3
"IMP";14;2
"IMP";15;1
"IMP";16;3
"IMP";17;3
"IMP";18;1
"IMP";19;11
"IMP";20;1
"IMP";21;2
"IMR";7;1
"IMU";13;1
"IMU";15;1
"IMY";9;1
"IN1";15;1
"IND";3;1
"IND";4;2
"IND";6;1
"IND";8;3
"IND";9;1
"IND";10;1
"IND";12;1
"INI";2;4
"INI";5;1
"INI";9;3
"INI";12;1
"INI";14;2
"INJ";4;1
"INJ";14;1
"INS";2;1
"INS";4;1
"INS";7;2
"INS";8;1
"INS";9;2
"INS";10;1
"INS";11;1
"INS";13;2
"INS";15;1
"IOD";2;5
"IOD";3;7
"IOD";4;2
"IOD";5;1
"IOM";7;1
"IOS";6;1
"IP2";3;1
"IP8";2;1
"IP8";10;1
"IP8";11;2
"IP9";8;1
"IP9";9;1
"IP9";17;1
"IPA";2;2
"IPA";3;1
"IPA";5;1
"IPA";7;1
"IPB";8;1
"IPD";11;1
"IPE";2;1
"IPE";3;1
"IPE";7;2
"IPE";8;3
"IPE";10;3
"IPE";11;3
"IPE";12;2
"IPH";5;1
"IPH";9;2
"IPH";12;2
"IPM";2;1
"IPM";4;3
"IPM";5;1
"IPM";6;2
"IPR";10;1
"IPT";2;1
"IPT";3;1
"IPT";4;3
"IPT";7;1
"IPT";8;2
"IPT";9;1
"IPT";11;1
"IQ4";24;1
"IQU";12;1
"IR3";2;1
"IR9";10;1
"IRE";15;1
"IRM";3;3
"IRM";4;1
"IRM";5;2
"IRM";6;2
"IS8";2;1
"IS8";3;1
"ISC";12;1
"ISC";16;1
"ISP";7;1
"ISQ";3;1
"ISW";4;1
"ISW";18;1
"ISX";12;1
"ISY";4;1
"ISY";12;1
"ISZ";9;1
"ITD";10;1
"ITD";11;1
"ITN";10;1
"ITN";11;1
"ITP";7;1
"ITP";8;1
"ITU";7;1
"IUM";3;1
"IVC";8;1
"IVC";11;1
"IVF";10;1
"IVG";13;1
"IVM";5;2
"IVM";6;3
"IVM";9;1
"IX7";2;1
"IX7";3;2
"IXM";2;1
"IXO";11;1
"IXO";13;2
"IXO";14;1
"IXW";10;1
"IYR";3;2
"IYR";6;1
"IYR";8;2
"IYY";10;1
"IYY";12;1
"IZC";10;1
"IZL";12;1
"J01";4;1
"J01";10;2
"J01";13;1
"J03";11;1
"J06";25;1
"J08";2;1
"J08";15;1
"J0J";12;1
"J0L";10;1
"J0R";7;1
"J1D";20;1
"J1K";7;1
"J1O";13;1
"J1W";15;1
"J26";14;1
"J2A";12;1
"J2J";17;1
"J2U";20;1
"J3A";14;1
"J3C";13;1
"J3G";8;1
"J3L";5;1
"J3S";4;1
"J3Z";10;1
"J40";2;1
"J40";13;1
"J4G";19;1
"J4U";8;1
"J4U";10;1
"J5F";13;1
"J5X";12;1
"J60";11;1
"J60";12;1
"J60";13;1
"J66";7;1
"J6C";7;1
"J6D";23;1
"J6E";3;1
"J6E";16;1
"J6S";15;1
"J79";8;1
"J7J";18;1
"J80";2;1
"J80";16;1
"J82";16;1
"J89";10;1
"J8C";14;1
"J9P";20;1
"J9R";15;1
"J9X";7;1
"JAA";10;2
"JAZ";11;1
"JB0";10;1
"JB2";16;1
"JC9";2;1
"JCZ";15;1
"JDC";18;1
"JDF";11;1
"JDJ";12;1
"JDW";8;1
"JE2";14;1
"JE6";17;1
"JEF";2;5
"JEF";3;3
"JEF";5;2
"JEF";6;1
"JEF";11;1
"JEG";8;1
"JEG";9;1
"JEQ";3;1
"JEQ";19;1
"JEV";13;1
"JEV";14;2
"JEY";17;1
"JF1";9;1
"JFD";11;1
"JFN";3;1
"JGD";4;1
"JGH";6;1
"JGH";15;1
"JGL";13;1
"JH3";12;2
"JHC";13;1
"JHM";2;3
"JHM";3;1
"JHN";4;1
"JHY";12;1
"JIM";7;1
"JJ5";13;1
"JJD";13;1
"JJU";17;1
"JJW";13;1
"JKE";7;1
"JKE";10;1
"JLN";20;1
"JLS";2;1
"JLW";16;1
"JN3";8;1
"JN3";9;1
"JNT";24;1
"JPI";2;1
"JPI";16;1
"JPP";13;1
"JPX";7;1
"JPX";8;1
"JQ6";13;1
"JQE";8;1
"JQS";20;1
"JRA";19;1
"JRF";13;1
"JRM";8;1
"JRO";13;1
"JRY";8;1
"JSG";7;1
"JSG";13;1
"JSG";14;1
"JSG";16;1
"JT8";19;1
"JTH";7;1
"JU7";4;1
"JUG";5;1
"JUT";4;1
"JUT";7;1
"JUV";10;1
"JVF";6;1
"JVJ";9;1
"JWH";14;1
"JWK";13;1
"JWP";20;1
"JXD";22;1
"JY6";15;1
"JYD";10;1
"JYP";15;1
"JZ3";9;2
"JZR";3;1
"JZU";17;1
"K0I";12;1
"K0W";8;1
"K0W";9;1
"K2B";11;1
"K2B";18;1
"K36";14;1
"K3X";16;1
"K3Z";8;1
"K4V";10;1
"K5G";13;1
"K5G";15;1
"K6G";10;1
"K6H";2;1
"K6H";8;1
"K6L";15;1
"K6V";10;1
"K7I";11;1
"K87";20;1
"K93";4;1
"K93";9;1
"K95";4;1
"K9V";15;1
"KAA";21;1
"KAA";22;1
"KAA";25;1
"KAA";26;1
"KAI";12;1
"KAM";15;1
"KAN";2;1
"KAN";3;1
"KAN";6;1
"KAN";10;2
"KAN";11;1
"KAN";12;2
"KAP";4;1
"KAP";5;1
"KAP";7;1
"KAP";8;1
"KAV";23;1
"KBR";2;1
"KBR";9;1
"KBR";12;1
"KC1";2;12
"KC1";3;18
"KC1";4;15
"KC1";5;6
"KC1";6;10
"KC1";7;9
"KC1";8;2
"KC1";9;5
"KC1";10;2
"KC1";11;4
"KC1";12;1
"KC1";13;1
"KC1";14;2
"KC2";2;2
"KC2";3;3
"KC2";4;5
"KC2";5;8
"KC2";6;1
"KC2";7;3
"KC2";9;2
"KC2";12;1
"KD0";18;1
"KD3";6;1
"KD3";8;1
"KDA";5;1
"KDF";15;1
"KDG";12;1
"KDG";13;1
"KDG";14;1
"KDM";10;1
"KDO";8;1
"KDP";17;1
"KDV";5;1
"KEG";3;3
"KEG";4;2
"KFG";4;1
"KFJ";13;1
"KFN";10;1
"KFT";13;1
"KFV";16;1
"KG4";16;1
"KGD";2;3
"KGD";5;1
"KGN";2;1
"KGQ";10;1
"KGQ";12;1
"KH2";3;1
"KH2";4;3
"KH2";5;1
"KH2";7;1
"KH4";2;1
"KHA";8;1
"KHJ";2;1
"KHJ";4;1
"KIA";2;1
"KIF";13;1
"KIR";19;1
"KIR";20;1
"KIV";9;1
"KJD";13;1
"KJE";14;1
"KJM";8;1
"KJS";14;1
"KJX";6;1
"KKF";12;1
"KKN";8;1
"KKN";9;1
"KKX";2;1
"KKX";14;1
"KL2";11;1
"KL9";9;1
"KL9";18;1
"KLN";8;1
"KMP";12;1
"KMP";14;1
"KMT";2;1
"KMT";8;1
"KMT";9;1
"KMT";10;1
"KNA";7;1
"KNG";15;1
"KNH";19;1
"KNT";22;1
"KNZ";26;1
"KO2";5;1
"KO2";7;1
"KOC";14;1
"KOU";2;1
"KOU";16;1
"KOU";19;1
"KP1";5;1
"KP9";2;1
"KP9";3;1
"KP9";14;2
"KPA";13;1
"KPC";11;1
"KPL";7;1
"KPL";12;1
"KPL";13;1
"KPM";10;1
"KPX";6;2
"KQ6";2;1
"KQ6";10;1
"KQD";12;1
"KQD";16;1
"KQS";14;2
"KQY";11;1
"KR0";8;1
"KR9";25;1
"KRE";15;1
"KRN";12;1
"KRS";13;2
"KRS";14;1
"KRT";11;1
"KS1";12;1
"KSA";16;2
"KSA";17;1
"KSN";14;1
"KTA";7;1
"KTC";6;1
"KTC";9;1
"KTL";15;1
"KTP";11;1
"KTY";10;1
"KU8";14;1
"KUJ";24;1
"KUN";16;1
"KUX";21;1
"KVI";11;1
"KVR";9;1
"KVU";13;1
"KWH";9;1
"KWT";16;1
"KX7";12;4
"KX8";7;1
"KXG";21;2
"KXJ";13;1
"KXJ";17;1
"KXM";34;1
"KXN";6;1
"KXN";7;1
"KXP";3;5
"KXP";9;4
"KXQ";4;1
"KXS";6;5
"KXX";5;1
"KXX";7;1
"KXX";13;1
"KYA";6;1
"KYG";4;2
"KYJ";17;1
"KYM";12;1
"KYN";3;1
"KYN";6;1
"KYN";9;1
"KYP";12;1
"KYV";15;1
"KYY";11;1
"KZ5";3;1
"KZ5";8;1
"KZB";2;5
"KZB";4;6
"KZB";5;2
"KZB";6;3
"KZB";7;1
"KZE";11;1
"KZH";2;1
"KZH";3;1
"KZH";6;1
"KZS";2;1
"KZS";13;1
"L05";20;1
"L0B";4;1
"L0B";5;1
"L0B";6;1
"L0B";12;1
"L0R";11;1
"L1Z";17;1
"L2J";4;1
"L2J";7;1
"L2U";26;1
"L3A";13;2
"L4A";8;1
"L4H";17;1
"L5V";5;1
"L69";13;1
"L6A";10;1
"L6S";4;2
"L6S";7;1
"L6S";8;1
"L6S";16;1
"L6S";18;1
"L6T";6;1
"L6T";7;1
"L6T";10;1
"L6T";12;2
"L6T";13;2
"L6T";14;1
"L74";11;1
"L7N";12;1
"L8K";4;1
"L8K";10;1
"L8Z";2;1
"L8Z";9;1
"L9I";6;1
"L9R";2;1
"L9R";4;1
"L9R";9;2
"L9R";26;1
"L9X";3;1
"LA";2;2
"LA";3;4
"LA";4;2
"LA6";11;1
"LA6";17;2
"LAB";2;1
"LAC";4;1
"LAC";9;1
"LAD";21;1
"LAD";22;1
"LAD";25;1
"LAE";15;1
"LAE";16;1
"LAP";2;1
"LAP";12;1
"LAQ";22;1
"LAQ";27;1
"LAS";10;1
"LBA";2;1
"LBI";5;1
"LBN";2;7
"LBN";3;5
"LBN";4;3
"LBN";5;5
"LBN";7;4
"LBN";8;1
"LBN";9;2
"LBN";12;3
"LBN";13;2
"LBR";23;1
"LBV";19;1
"LBV";22;1
"LBV";26;2
"LBX";10;1
"LCI";13;1
"LCS";15;1
"LCS";17;1
"LCS";19;1
"LCY";3;1
"LDN";14;1
"LDN";17;1
"LDN";18;1
"LDP";6;1
"LDP";8;2
"LDZ";2;1
"LDZ";5;1
"LDZ";10;1
"LDZ";12;1
"LDZ";13;1
"LEA";3;1
"LEA";4;1
"LEA";5;2
"LEA";6;1
"LEO";9;1
"LER";7;1
"LEU";2;2
"LEU";5;1
"LEU";6;2
"LEU";7;4
"LEU";9;5
"LEU";10;3
"LEU";11;1
"LEU";12;3
"LEU";13;2
"LFC";11;1
"LFD";14;1
"LFN";7;1
"LFR";9;1
"LFR";10;1
"LFX";2;1
"LGA";7;1
"LGC";12;1
"LGC";13;2
"LGG";17;1
"LGQ";12;1
"LGT";12;1
"LGU";3;2
"LGU";4;2
"LGU";5;5
"LGU";6;5
"LGU";7;1
"LGU";8;2
"LGU";9;1
"LGU";10;1
"LH9";4;1
"LH9";7;4
"LH9";8;3
"LH9";9;2
"LH9";10;2
"LH9";11;2
"LH9";12;1
"LH9";13;1
"LHW";4;1
"LI5";6;1
"LIP";18;1
"LIZ";14;1
"LJ8";4;1
"LJ8";18;1
"LJL";15;1
"LJN";9;1
"LJS";26;1
"LJU";18;1
"LKD";15;1
"LKZ";3;1
"LLE";20;1
"LLH";15;1
"LLI";16;1
"LLK";13;1
"LLL";3;1
"LLL";9;1
"LLL";11;1
"LLP";3;2
"LLP";13;1
"LLP";15;1
"LLP";16;1
"LLQ";9;1
"LMD";2;1
"LMD";5;1
"LMD";10;1
"LMH";8;1
"LMN";2;5
"LMN";3;5
"LMN";4;7
"LMN";5;5
"LMN";6;1
"LMN";7;2
"LMN";9;1
"LMN";11;1
"LMN";12;3
"LMN";13;1
"LMN";16;1
"LMO";14;1
"LMR";4;1
"LMR";5;1
"LMS";9;1
"LMS";11;1
"LMS";12;1
"LMZ";2;1
"LMZ";3;1
"LMZ";10;1
"LMZ";11;1
"LNL";5;1
"LNL";8;1
"LNL";13;1
"LNR";10;1
"LOC";10;1
"LOG";9;1
"LOP";2;1
"LOP";3;1
"LOP";7;1
"LOP";11;1
"LOP";14;1
"LOP";16;1
"LOP";21;1
"LP3";12;1
"LP3";13;2
"LP3";19;1
"LP4";11;1
"LP4";12;1
"LP4";16;1
"LP5";3;1
"LP5";4;1
"LP5";9;1
"LP5";11;1
"LP5";14;1
"LP5";17;1
"LP5";20;1
"LP5";21;1
"LPA";12;3
"LPA";14;1
"LPB";5;1
"LPC";8;1
"LPC";14;1
"LPE";2;4
"LPE";3;4
"LPE";4;7
"LPE";5;1
"LPE";6;5
"LPE";7;7
"LPE";8;3
"LPE";9;4
"LPE";10;2
"LPE";11;1
"LPE";12;1
"LPE";14;1
"LPX";2;1
"LPX";3;1
"LPX";5;1
"LPX";6;1
"LQJ";11;1
"LQJ";13;1
"LRM";18;1
"LRQ";15;1
"LRY";13;1
"LRY";14;1
"LSA";8;1
"LSC";15;1
"LSD";16;1
"LSS";19;1
"LSS";21;1
"LSS";23;2
"LSY";4;1
"LTB";12;1
"LTD";18;1
"LTH";11;1
"LTN";14;1
"LUB";10;1
"LUM";10;1
"LUN";17;1
"LUX";13;2
"LVA";15;1
"LVJ";6;1
"LVY";10;1
"LW2";6;1
"LW4";16;1
"LW8";9;1
"LW8";14;1
"LW9";6;1
"LWK";6;1
"LWY";13;1
"LX1";12;1
"LX5";12;1
"LXH";10;1
"LXV";12;1
"LXY";3;1
"LXY";15;1
"LY0";13;1
"LY5";9;1
"LYA";12;1
"LYA";13;1
"LYA";14;1
"LYC";2;1
"LYC";3;2
"LYC";4;1
"LYC";5;1
"LYC";6;4
"LYC";7;1
"LYC";8;1
"LYN";8;1
"LYN";15;1
"LYS";2;9
"LYS";3;6
"LYS";4;5
"LYS";5;7
"LYS";6;6
"LYS";7;9
"LYS";8;4
"LYS";9;6
"LYS";10;3
"LYS";11;7
"LYS";12;5
"LYS";13;7
"LYS";14;1
"M0E";8;1
"M0E";10;1
"M0E";15;1
"M0E";16;1
"M0E";18;1
"M0N";11;1
"M10";4;1
"M1A";4;1
"M1C";12;1
"M1P";12;2
"M1V";2;2
"M1V";3;1
"M1V";4;2
"M1V";12;1
"M1V";13;2
"M1V";14;1
"M1V";21;1
"M27";6;1
"M27";8;1
"M2A";16;1
"M2E";11;1
"M2K";10;1
"M2P";17;1
"M38";3;1
"M3D";2;1
"M3D";3;1
"M3D";6;1
"M3D";11;1
"M3R";17;1
"M43";3;1
"M43";9;2
"M43";13;1
"M4O";16;1
"M53";16;1
"M6D";2;1
"M6D";3;1
"M6D";5;1
"M6P";2;1
"M6P";4;1
"M6P";5;1
"M6P";7;1
"M6P";9;1
"M6P";10;1
"M6P";11;1
"M6P";13;1
"M6P";18;1
"M7B";12;1
"M7G";3;1
"M7G";6;1
"M7G";7;3
"M7G";8;1
"M7G";11;1
"M7G";13;1
"M7P";3;1
"M7P";10;1
"M83";11;1
"M8C";7;1
"M9A";18;1
"MA4";2;2
"MA4";3;1
"MA4";7;2
"MA4";10;1
"MA4";14;1
"MA5";3;2
"MA5";7;1
"MA8";14;1
"MAG";4;3
"MAK";2;1
"MAK";5;1
"MAN";2;379
"MAN";3;301
"MAN";4;186
"MAN";5;89
"MAN";6;51
"MAN";7;37
"MAN";8;15
"MAN";9;12
"MAN";10;3
"MAN";11;2
"MAN";13;1
"MAP";15;1
"MAP";18;1
"MAV";5;1
"MAV";6;2
"MAV";7;1
"MAW";2;1
"MAW";4;1
"MAW";5;1
"MAW";8;2
"MAW";9;1
"MAY";9;2
"MB3";5;2
"MBG";6;1
"MBN";7;1
"MBN";13;1
"MBT";2;1
"MC0";21;1
"MC4";3;1
"MC4";24;1
"MCA";4;1
"MCA";15;1
"MCA";19;1
"MCA";21;1
"MCF";13;1
"MCF";15;1
"MCN";2;5
"MCN";3;2
"MCN";4;1
"MCN";25;1
"MCN";26;1
"MCN";28;1
"MCN";29;1
"MCN";30;2
"MCN";31;2
"MCO";6;1
"MCT";4;1
"MCT";6;2
"MCT";7;1
"MCT";8;1
"MCT";10;1
"MCT";11;1
"MCU";8;1
"MD0";12;1
"MD1";29;1
"MD1";30;2
"MD1";32;1
"MD1";36;1
"MDC";6;1
"MDE";19;1
"MDN";5;1
"MDX";2;1
"MDX";14;1
"ME7";2;1
"ME8";21;1
"ME8";25;1
"ME9";11;1
"MED";2;1
"MED";9;1
"MER";12;1
"MER";13;1
"MET";2;2
"MET";3;2
"MET";4;3
"MET";5;2
"MET";6;4
"MET";7;4
"MET";8;5
"MET";9;5
"MET";10;7
"MET";11;7
"MET";12;9
"MET";15;1
"MEV";9;1
"MEV";11;1
"MF4";8;1
"MF4";10;1
"MF6";4;1
"MF6";15;1
"MFK";25;1
"MFM";10;1
"MFN";9;1
"MFN";10;1
"MFN";12;1
"MFU";3;1
"MFU";5;2
"MFU";6;2
"MFU";7;5
"MFU";8;5
"MFU";9;2
"MFU";10;1
"MFX";3;2
"MFX";4;1
"MG7";5;1
"MG7";11;1
"MGD";7;2
"MGD";9;1
"MGD";10;1
"MGD";19;2
"MGD";22;1
"MGD";23;1
"MGD";25;1
"MGD";26;2
"MGD";28;5
"MGD";29;2
"MGD";30;9
"MGD";31;6
"MGD";32;8
"MGD";33;3
"MGD";34;1
"MGD";36;1
"MGF";3;1
"MGF";6;1
"MGF";8;1
"MGL";3;2
"MGP";3;1
"MGP";7;4
"MGP";8;1
"MGP";17;1
"MGS";6;1
"MGT";4;1
"MGT";5;2
"MGT";10;1
"MGT";12;1
"MGT";13;1
"MGT";16;1
"MHA";2;1
"MHA";3;1
"MHA";4;1
"MHA";5;1
"MHA";6;2
"MHA";7;2
"MHA";8;3
"MHA";9;1
"MHA";13;1
"MHF";3;1
"MHF";9;1
"MHF";10;1
"MHF";12;1
"MHF";13;1
"MHH";9;1
"MHH";10;1
"MHI";13;1
"MHI";16;1
"MHO";5;1
"MHT";2;1
"MHT";5;1
"MIE";4;1
"MIM";21;1
"MIX";6;1
"MIY";7;1
"MIY";14;1
"MJ8";18;1
"MJI";10;1
"MJV";19;1
"MJZ";5;1
"MK0";23;1
"MK1";13;2
"MK6";15;1
"MK6";16;1
"MKG";14;1
"MKG";15;1
"MKM";15;1
"MKV";8;1
"ML1";6;1
"ML1";10;1
"ML5";13;1
"MLA";8;1
"MLC";3;1
"MLC";6;1
"MLC";7;1
"MLC";8;1
"MLC";9;1
"MLC";14;1
"MLC";23;1
"MLC";26;1
"MLD";6;1
"MLD";13;1
"MLD";21;1
"MLD";23;1
"MLG";10;1
"MLH";8;1
"MLI";2;1
"MLI";3;1
"MLI";5;3
"MLI";6;4
"MLI";7;1
"MLI";8;4
"MLI";9;1
"MLI";10;1
"MLI";12;1
